file,emotion
RAVDESS\Actor_02\03-01-07-01-02-02-02.wav,disgust
RAVDESS\Actor_02\03-01-07-02-01-01-02.wav,disgust
RAVDESS\Actor_02\03-01-07-02-01-02-02.wav,disgust
RAVDESS\Actor_02\03-01-07-02-02-01-02.wav,disgust
RAVDESS\Actor_02\03-01-07-02-02-02-02.wav,disgust
RAVDESS\Actor_02\03-01-08-01-01-01-02.wav,surprised
RAVDESS\Actor_02\03-01-08-01-01-02-02.wav,surprised
RAVDESS\Actor_02\03-01-08-01-02-01-02.wav,surprised
RAVDESS\Actor_02\03-01-08-01-02-02-02.wav,surprised
RAVDESS\Actor_02\03-01-08-02-01-01-02.wav,surprised
RAVDESS\Actor_02\03-01-08-02-01-02-02.wav,surprised
RAVDESS\Actor_02\03-01-08-02-02-01-02.wav,surprised
RAVDESS\Actor_02\03-01-08-02-02-02-02.wav,surprised
RAVDESS\Actor_03\03-01-01-01-01-01-03.wav,neutral
RAVDESS\Actor_03\03-01-01-01-01-02-03.wav,neutral
RAVDESS\Actor_03\03-01-01-01-02-01-03.wav,neutral
RAVDESS\Actor_03\03-01-01-01-02-02-03.wav,neutral
RAVDESS\Actor_03\03-01-02-01-01-01-03.wav,calm
RAVDESS\Actor_03\03-01-02-01-01-02-03.wav,calm
RAVDESS\Actor_03\03-01-02-01-02-01-03.wav,calm
RAVDESS\Actor_03\03-01-02-01-02-02-03.wav,calm
RAVDESS\Actor_03\03-01-02-02-01-01-03.wav,calm
RAVDESS\Actor_03\03-01-02-02-01-02-03.wav,calm
RAVDESS\Actor_03\03-01-02-02-02-01-03.wav,calm
RAVDESS\Actor_03\03-01-02-02-02-02-03.wav,calm
RAVDESS\Actor_03\03-01-03-01-01-01-03.wav,happy
RAVDESS\Actor_03\03-01-03-01-01-02-03.wav,happy
RAVDESS\Actor_03\03-01-03-01-02-01-03.wav,happy
RAVDESS\Actor_03\03-01-03-01-02-02-03.wav,happy
RAVDESS\Actor_03\03-01-03-02-01-01-03.wav,happy
RAVDESS\Actor_03\03-01-03-02-01-02-03.wav,happy
RAVDESS\Actor_03\03-01-03-02-02-01-03.wav,happy
RAVDESS\Actor_03\03-01-03-02-02-02-03.wav,happy
RAVDESS\Actor_03\03-01-04-01-01-01-03.wav,sad
RAVDESS\Actor_03\03-01-04-01-01-02-03.wav,sad
RAVDESS\Actor_03\03-01-04-01-02-01-03.wav,sad
RAVDESS\Actor_03\03-01-04-01-02-02-03.wav,sad
RAVDESS\Actor_03\03-01-04-02-01-01-03.wav,sad
RAVDESS\Actor_03\03-01-04-02-01-02-03.wav,sad
RAVDESS\Actor_03\03-01-04-02-02-01-03.wav,sad
RAVDESS\Actor_03\03-01-04-02-02-02-03.wav,sad
RAVDESS\Actor_03\03-01-05-01-01-01-03.wav,angry
RAVDESS\Actor_03\03-01-05-01-01-02-03.wav,angry
RAVDESS\Actor_03\03-01-05-01-02-01-03.wav,angry
RAVDESS\Actor_03\03-01-05-01-02-02-03.wav,angry
RAVDESS\Actor_03\03-01-05-02-01-01-03.wav,angry
RAVDESS\Actor_03\03-01-05-02-01-02-03.wav,angry
RAVDESS\Actor_03\03-01-05-02-02-01-03.wav,angry
RAVDESS\Actor_03\03-01-05-02-02-02-03.wav,angry
RAVDESS\Actor_03\03-01-06-01-01-01-03.wav,fearful
RAVDESS\Actor_03\03-01-06-01-01-02-03.wav,fearful
RAVDESS\Actor_03\03-01-06-01-02-01-03.wav,fearful
RAVDESS\Actor_03\03-01-06-01-02-02-03.wav,fearful
RAVDESS\Actor_03\03-01-06-02-01-01-03.wav,fearful
RAVDESS\Actor_03\03-01-06-02-01-02-03.wav,fearful
RAVDESS\Actor_03\03-01-06-02-02-01-03.wav,fearful
RAVDESS\Actor_03\03-01-06-02-02-02-03.wav,fearful
RAVDESS\Actor_03\03-01-07-01-01-01-03.wav,disgust
RAVDESS\Actor_03\03-01-07-01-01-02-03.wav,disgust
RAVDESS\Actor_03\03-01-07-01-02-01-03.wav,disgust
RAVDESS\Actor_03\03-01-07-01-02-02-03.wav,disgust
RAVDESS\Actor_03\03-01-07-02-01-01-03.wav,disgust
RAVDESS\Actor_03\03-01-07-02-01-02-03.wav,disgust
RAVDESS\Actor_03\03-01-07-02-02-01-03.wav,disgust
RAVDESS\Actor_03\03-01-07-02-02-02-03.wav,disgust
RAVDESS\Actor_03\03-01-08-01-01-01-03.wav,surprised
RAVDESS\Actor_03\03-01-08-01-01-02-03.wav,surprised
RAVDESS\Actor_03\03-01-08-01-02-01-03.wav,surprised
RAVDESS\Actor_03\03-01-08-01-02-02-03.wav,surprised
RAVDESS\Actor_03\03-01-08-02-01-01-03.wav,surprised
RAVDESS\Actor_03\03-01-08-02-01-02-03.wav,surprised
RAVDESS\Actor_03\03-01-08-02-02-01-03.wav,surprised
RAVDESS\Actor_03\03-01-08-02-02-02-03.wav,surprised
RAVDESS\Actor_04\03-01-01-01-01-01-04.wav,neutral
RAVDESS\Actor_04\03-01-01-01-01-02-04.wav,neutral
RAVDESS\Actor_04\03-01-01-01-02-01-04.wav,neutral
RAVDESS\Actor_04\03-01-01-01-02-02-04.wav,neutral
RAVDESS\Actor_04\03-01-02-01-01-01-04.wav,calm
RAVDESS\Actor_04\03-01-02-01-01-02-04.wav,calm
RAVDESS\Actor_04\03-01-02-01-02-01-04.wav,calm
RAVDESS\Actor_04\03-01-02-01-02-02-04.wav,calm
RAVDESS\Actor_04\03-01-02-02-01-01-04.wav,calm
RAVDESS\Actor_04\03-01-02-02-01-02-04.wav,calm
RAVDESS\Actor_04\03-01-02-02-02-01-04.wav,calm
RAVDESS\Actor_04\03-01-02-02-02-02-04.wav,calm
RAVDESS\Actor_04\03-01-03-01-01-01-04.wav,happy
RAVDESS\Actor_04\03-01-03-01-01-02-04.wav,happy
RAVDESS\Actor_04\03-01-03-01-02-01-04.wav,happy
RAVDESS\Actor_04\03-01-03-01-02-02-04.wav,happy
RAVDESS\Actor_04\03-01-03-02-01-01-04.wav,happy
RAVDESS\Actor_04\03-01-03-02-01-02-04.wav,happy
RAVDESS\Actor_04\03-01-03-02-02-01-04.wav,happy
RAVDESS\Actor_04\03-01-03-02-02-02-04.wav,happy
RAVDESS\Actor_04\03-01-04-01-01-01-04.wav,sad
RAVDESS\Actor_04\03-01-04-01-01-02-04.wav,sad
RAVDESS\Actor_04\03-01-04-01-02-01-04.wav,sad
RAVDESS\Actor_04\03-01-04-01-02-02-04.wav,sad
RAVDESS\Actor_04\03-01-04-02-01-01-04.wav,sad
RAVDESS\Actor_04\03-01-04-02-01-02-04.wav,sad
RAVDESS\Actor_04\03-01-04-02-02-01-04.wav,sad
RAVDESS\Actor_04\03-01-04-02-02-02-04.wav,sad
RAVDESS\Actor_04\03-01-05-01-01-01-04.wav,angry
RAVDESS\Actor_04\03-01-05-01-01-02-04.wav,angry
RAVDESS\Actor_04\03-01-05-01-02-01-04.wav,angry
RAVDESS\Actor_04\03-01-05-01-02-02-04.wav,angry
RAVDESS\Actor_04\03-01-05-02-01-01-04.wav,angry
RAVDESS\Actor_04\03-01-05-02-01-02-04.wav,angry
RAVDESS\Actor_04\03-01-05-02-02-01-04.wav,angry
RAVDESS\Actor_04\03-01-05-02-02-02-04.wav,angry
RAVDESS\Actor_04\03-01-06-01-01-01-04.wav,fearful
RAVDESS\Actor_04\03-01-06-01-01-02-04.wav,fearful
RAVDESS\Actor_04\03-01-06-01-02-01-04.wav,fearful
RAVDESS\Actor_04\03-01-06-01-02-02-04.wav,fearful
RAVDESS\Actor_04\03-01-06-02-01-01-04.wav,fearful
RAVDESS\Actor_04\03-01-06-02-01-02-04.wav,fearful
RAVDESS\Actor_04\03-01-06-02-02-01-04.wav,fearful
RAVDESS\Actor_04\03-01-06-02-02-02-04.wav,fearful
RAVDESS\Actor_04\03-01-07-01-01-01-04.wav,disgust
RAVDESS\Actor_04\03-01-07-01-01-02-04.wav,disgust
RAVDESS\Actor_04\03-01-07-01-02-01-04.wav,disgust
RAVDESS\Actor_04\03-01-07-01-02-02-04.wav,disgust
RAVDESS\Actor_04\03-01-07-02-01-01-04.wav,disgust
RAVDESS\Actor_04\03-01-07-02-01-02-04.wav,disgust
RAVDESS\Actor_04\03-01-07-02-02-01-04.wav,disgust
RAVDESS\Actor_04\03-01-07-02-02-02-04.wav,disgust
RAVDESS\Actor_04\03-01-08-01-01-01-04.wav,surprised
RAVDESS\Actor_04\03-01-08-01-01-02-04.wav,surprised
RAVDESS\Actor_04\03-01-08-01-02-01-04.wav,surprised
RAVDESS\Actor_04\03-01-08-01-02-02-04.wav,surprised
RAVDESS\Actor_04\03-01-08-02-01-01-04.wav,surprised
RAVDESS\Actor_04\03-01-08-02-01-02-04.wav,surprised
RAVDESS\Actor_04\03-01-08-02-02-01-04.wav,surprised
RAVDESS\Actor_04\03-01-08-02-02-02-04.wav,surprised
RAVDESS\Actor_05\03-01-01-01-01-01-05.wav,neutral
RAVDESS\Actor_05\03-01-01-01-01-02-05.wav,neutral
RAVDESS\Actor_05\03-01-01-01-02-01-05.wav,neutral
RAVDESS\Actor_05\03-01-01-01-02-02-05.wav,neutral
RAVDESS\Actor_05\03-01-02-01-01-01-05.wav,calm
RAVDESS\Actor_05\03-01-02-01-01-02-05.wav,calm
RAVDESS\Actor_05\03-01-02-01-02-01-05.wav,calm
RAVDESS\Actor_05\03-01-02-01-02-02-05.wav,calm
RAVDESS\Actor_05\03-01-02-02-01-01-05.wav,calm
RAVDESS\Actor_05\03-01-02-02-01-02-05.wav,calm
RAVDESS\Actor_05\03-01-02-02-02-01-05.wav,calm
RAVDESS\Actor_05\03-01-02-02-02-02-05.wav,calm
RAVDESS\Actor_05\03-01-03-01-01-01-05.wav,happy
RAVDESS\Actor_05\03-01-03-01-01-02-05.wav,happy
RAVDESS\Actor_05\03-01-03-01-02-01-05.wav,happy
RAVDESS\Actor_05\03-01-03-01-02-02-05.wav,happy
RAVDESS\Actor_05\03-01-03-02-01-01-05.wav,happy
RAVDESS\Actor_05\03-01-03-02-01-02-05.wav,happy
RAVDESS\Actor_05\03-01-03-02-02-01-05.wav,happy
RAVDESS\Actor_05\03-01-03-02-02-02-05.wav,happy
RAVDESS\Actor_05\03-01-04-01-01-01-05.wav,sad
RAVDESS\Actor_05\03-01-04-01-01-02-05.wav,sad
RAVDESS\Actor_05\03-01-04-01-02-01-05.wav,sad
RAVDESS\Actor_05\03-01-04-01-02-02-05.wav,sad
RAVDESS\Actor_05\03-01-04-02-01-01-05.wav,sad
RAVDESS\Actor_05\03-01-04-02-01-02-05.wav,sad
RAVDESS\Actor_05\03-01-04-02-02-01-05.wav,sad
RAVDESS\Actor_05\03-01-04-02-02-02-05.wav,sad
RAVDESS\Actor_05\03-01-05-01-01-01-05.wav,angry
RAVDESS\Actor_05\03-01-05-01-01-02-05.wav,angry
RAVDESS\Actor_05\03-01-05-01-02-01-05.wav,angry
RAVDESS\Actor_05\03-01-05-01-02-02-05.wav,angry
RAVDESS\Actor_05\03-01-05-02-01-01-05.wav,angry
RAVDESS\Actor_05\03-01-05-02-01-02-05.wav,angry
RAVDESS\Actor_05\03-01-05-02-02-01-05.wav,angry
RAVDESS\Actor_05\03-01-05-02-02-02-05.wav,angry
RAVDESS\Actor_05\03-01-06-01-01-01-05.wav,fearful
RAVDESS\Actor_05\03-01-06-01-01-02-05.wav,fearful
RAVDESS\Actor_05\03-01-06-01-02-01-05.wav,fearful
RAVDESS\Actor_05\03-01-06-01-02-02-05.wav,fearful
RAVDESS\Actor_05\03-01-06-02-01-01-05.wav,fearful
RAVDESS\Actor_05\03-01-06-02-01-02-05.wav,fearful
RAVDESS\Actor_05\03-01-06-02-02-01-05.wav,fearful
RAVDESS\Actor_05\03-01-06-02-02-02-05.wav,fearful
RAVDESS\Actor_05\03-01-07-01-01-01-05.wav,disgust
RAVDESS\Actor_05\03-01-07-01-01-02-05.wav,disgust
RAVDESS\Actor_05\03-01-07-01-02-01-05.wav,disgust
RAVDESS\Actor_05\03-01-07-01-02-02-05.wav,disgust
RAVDESS\Actor_05\03-01-07-02-01-01-05.wav,disgust
RAVDESS\Actor_05\03-01-07-02-01-02-05.wav,disgust
RAVDESS\Actor_05\03-01-07-02-02-01-05.wav,disgust
RAVDESS\Actor_05\03-01-07-02-02-02-05.wav,disgust
RAVDESS\Actor_05\03-01-08-01-01-01-05.wav,surprised
RAVDESS\Actor_05\03-01-08-01-01-02-05.wav,surprised
RAVDESS\Actor_05\03-01-08-01-02-01-05.wav,surprised
RAVDESS\Actor_05\03-01-08-01-02-02-05.wav,surprised
RAVDESS\Actor_05\03-01-08-02-01-01-05.wav,surprised
RAVDESS\Actor_05\03-01-08-02-01-02-05.wav,surprised
RAVDESS\Actor_05\03-01-08-02-02-01-05.wav,surprised
RAVDESS\Actor_05\03-01-08-02-02-02-05.wav,surprised
RAVDESS\Actor_06\03-01-01-01-01-01-06.wav,neutral
RAVDESS\Actor_06\03-01-01-01-01-02-06.wav,neutral
RAVDESS\Actor_06\03-01-01-01-02-01-06.wav,neutral
RAVDESS\Actor_06\03-01-01-01-02-02-06.wav,neutral
RAVDESS\Actor_06\03-01-02-01-01-01-06.wav,calm
RAVDESS\Actor_06\03-01-02-01-01-02-06.wav,calm
RAVDESS\Actor_06\03-01-02-01-02-01-06.wav,calm
RAVDESS\Actor_06\03-01-02-01-02-02-06.wav,calm
RAVDESS\Actor_06\03-01-02-02-01-01-06.wav,calm
RAVDESS\Actor_06\03-01-02-02-01-02-06.wav,calm
RAVDESS\Actor_06\03-01-02-02-02-01-06.wav,calm
RAVDESS\Actor_06\03-01-02-02-02-02-06.wav,calm
RAVDESS\Actor_06\03-01-03-01-01-01-06.wav,happy
RAVDESS\Actor_06\03-01-03-01-01-02-06.wav,happy
RAVDESS\Actor_06\03-01-03-01-02-01-06.wav,happy
RAVDESS\Actor_06\03-01-03-01-02-02-06.wav,happy
RAVDESS\Actor_06\03-01-03-02-01-01-06.wav,happy
RAVDESS\Actor_06\03-01-03-02-01-02-06.wav,happy
RAVDESS\Actor_06\03-01-03-02-02-01-06.wav,happy
RAVDESS\Actor_06\03-01-03-02-02-02-06.wav,happy
RAVDESS\Actor_06\03-01-04-01-01-01-06.wav,sad
RAVDESS\Actor_06\03-01-04-01-01-02-06.wav,sad
RAVDESS\Actor_06\03-01-04-01-02-01-06.wav,sad
RAVDESS\Actor_06\03-01-04-01-02-02-06.wav,sad
RAVDESS\Actor_06\03-01-04-02-01-01-06.wav,sad
RAVDESS\Actor_06\03-01-04-02-01-02-06.wav,sad
RAVDESS\Actor_06\03-01-04-02-02-01-06.wav,sad
RAVDESS\Actor_06\03-01-04-02-02-02-06.wav,sad
RAVDESS\Actor_06\03-01-05-01-01-01-06.wav,angry
RAVDESS\Actor_06\03-01-05-01-01-02-06.wav,angry
RAVDESS\Actor_06\03-01-05-01-02-01-06.wav,angry
RAVDESS\Actor_06\03-01-05-01-02-02-06.wav,angry
RAVDESS\Actor_06\03-01-05-02-01-01-06.wav,angry
RAVDESS\Actor_06\03-01-05-02-01-02-06.wav,angry
RAVDESS\Actor_06\03-01-05-02-02-01-06.wav,angry
RAVDESS\Actor_06\03-01-05-02-02-02-06.wav,angry
RAVDESS\Actor_06\03-01-06-01-01-01-06.wav,fearful
RAVDESS\Actor_06\03-01-06-01-01-02-06.wav,fearful
RAVDESS\Actor_06\03-01-06-01-02-01-06.wav,fearful
RAVDESS\Actor_06\03-01-06-01-02-02-06.wav,fearful
RAVDESS\Actor_06\03-01-06-02-01-01-06.wav,fearful
RAVDESS\Actor_06\03-01-06-02-01-02-06.wav,fearful
RAVDESS\Actor_06\03-01-06-02-02-01-06.wav,fearful
RAVDESS\Actor_06\03-01-06-02-02-02-06.wav,fearful
RAVDESS\Actor_06\03-01-07-01-01-01-06.wav,disgust
RAVDESS\Actor_06\03-01-07-01-01-02-06.wav,disgust
RAVDESS\Actor_06\03-01-07-01-02-01-06.wav,disgust
RAVDESS\Actor_06\03-01-07-01-02-02-06.wav,disgust
RAVDESS\Actor_06\03-01-07-02-01-01-06.wav,disgust
RAVDESS\Actor_06\03-01-07-02-01-02-06.wav,disgust
RAVDESS\Actor_06\03-01-07-02-02-01-06.wav,disgust
RAVDESS\Actor_06\03-01-07-02-02-02-06.wav,disgust
RAVDESS\Actor_06\03-01-08-01-01-01-06.wav,surprised
RAVDESS\Actor_06\03-01-08-01-01-02-06.wav,surprised
RAVDESS\Actor_06\03-01-08-01-02-01-06.wav,surprised
RAVDESS\Actor_06\03-01-08-01-02-02-06.wav,surprised
RAVDESS\Actor_06\03-01-08-02-01-01-06.wav,surprised
RAVDESS\Actor_06\03-01-08-02-01-02-06.wav,surprised
RAVDESS\Actor_06\03-01-08-02-02-01-06.wav,surprised
RAVDESS\Actor_06\03-01-08-02-02-02-06.wav,surprised
RAVDESS\Actor_07\03-01-01-01-01-01-07.wav,neutral
RAVDESS\Actor_07\03-01-01-01-01-02-07.wav,neutral
RAVDESS\Actor_07\03-01-01-01-02-01-07.wav,neutral
RAVDESS\Actor_07\03-01-01-01-02-02-07.wav,neutral
RAVDESS\Actor_07\03-01-02-01-01-01-07.wav,calm
RAVDESS\Actor_07\03-01-02-01-01-02-07.wav,calm
RAVDESS\Actor_07\03-01-02-01-02-01-07.wav,calm
RAVDESS\Actor_07\03-01-02-01-02-02-07.wav,calm
RAVDESS\Actor_07\03-01-02-02-01-01-07.wav,calm
RAVDESS\Actor_07\03-01-02-02-01-02-07.wav,calm
RAVDESS\Actor_07\03-01-02-02-02-01-07.wav,calm
RAVDESS\Actor_07\03-01-02-02-02-02-07.wav,calm
RAVDESS\Actor_07\03-01-03-01-01-01-07.wav,happy
RAVDESS\Actor_07\03-01-03-01-01-02-07.wav,happy
RAVDESS\Actor_07\03-01-03-01-02-01-07.wav,happy
RAVDESS\Actor_07\03-01-03-01-02-02-07.wav,happy
RAVDESS\Actor_07\03-01-03-02-01-01-07.wav,happy
RAVDESS\Actor_07\03-01-03-02-01-02-07.wav,happy
RAVDESS\Actor_07\03-01-03-02-02-01-07.wav,happy
RAVDESS\Actor_07\03-01-03-02-02-02-07.wav,happy
RAVDESS\Actor_07\03-01-04-01-01-01-07.wav,sad
RAVDESS\Actor_07\03-01-04-01-01-02-07.wav,sad
RAVDESS\Actor_07\03-01-04-01-02-01-07.wav,sad
RAVDESS\Actor_07\03-01-04-01-02-02-07.wav,sad
RAVDESS\Actor_07\03-01-04-02-01-01-07.wav,sad
RAVDESS\Actor_07\03-01-04-02-01-02-07.wav,sad
RAVDESS\Actor_07\03-01-04-02-02-01-07.wav,sad
RAVDESS\Actor_07\03-01-04-02-02-02-07.wav,sad
RAVDESS\Actor_07\03-01-05-01-01-01-07.wav,angry
RAVDESS\Actor_07\03-01-05-01-01-02-07.wav,angry
RAVDESS\Actor_07\03-01-05-01-02-01-07.wav,angry
RAVDESS\Actor_07\03-01-05-01-02-02-07.wav,angry
RAVDESS\Actor_07\03-01-05-02-01-01-07.wav,angry
RAVDESS\Actor_07\03-01-05-02-01-02-07.wav,angry
RAVDESS\Actor_07\03-01-05-02-02-01-07.wav,angry
RAVDESS\Actor_07\03-01-05-02-02-02-07.wav,angry
RAVDESS\Actor_07\03-01-06-01-01-01-07.wav,fearful
RAVDESS\Actor_07\03-01-06-01-01-02-07.wav,fearful
RAVDESS\Actor_07\03-01-06-01-02-01-07.wav,fearful
RAVDESS\Actor_07\03-01-06-01-02-02-07.wav,fearful
RAVDESS\Actor_07\03-01-06-02-01-01-07.wav,fearful
RAVDESS\Actor_07\03-01-06-02-01-02-07.wav,fearful
RAVDESS\Actor_07\03-01-06-02-02-01-07.wav,fearful
RAVDESS\Actor_07\03-01-06-02-02-02-07.wav,fearful
RAVDESS\Actor_07\03-01-07-01-01-01-07.wav,disgust
RAVDESS\Actor_07\03-01-07-01-01-02-07.wav,disgust
RAVDESS\Actor_07\03-01-07-01-02-01-07.wav,disgust
RAVDESS\Actor_07\03-01-07-01-02-02-07.wav,disgust
RAVDESS\Actor_07\03-01-07-02-01-01-07.wav,disgust
RAVDESS\Actor_07\03-01-07-02-01-02-07.wav,disgust
RAVDESS\Actor_07\03-01-07-02-02-01-07.wav,disgust
RAVDESS\Actor_07\03-01-07-02-02-02-07.wav,disgust
RAVDESS\Actor_07\03-01-08-01-01-01-07.wav,surprised
RAVDESS\Actor_07\03-01-08-01-01-02-07.wav,surprised
RAVDESS\Actor_07\03-01-08-01-02-01-07.wav,surprised
RAVDESS\Actor_07\03-01-08-01-02-02-07.wav,surprised
RAVDESS\Actor_07\03-01-08-02-01-01-07.wav,surprised
RAVDESS\Actor_07\03-01-08-02-01-02-07.wav,surprised
RAVDESS\Actor_07\03-01-08-02-02-01-07.wav,surprised
RAVDESS\Actor_07\03-01-08-02-02-02-07.wav,surprised
RAVDESS\Actor_08\03-01-01-01-01-01-08.wav,neutral
RAVDESS\Actor_08\03-01-01-01-01-02-08.wav,neutral
RAVDESS\Actor_08\03-01-01-01-02-01-08.wav,neutral
RAVDESS\Actor_08\03-01-01-01-02-02-08.wav,neutral
RAVDESS\Actor_08\03-01-02-01-01-01-08.wav,calm
RAVDESS\Actor_08\03-01-02-01-01-02-08.wav,calm
RAVDESS\Actor_08\03-01-02-01-02-01-08.wav,calm
RAVDESS\Actor_08\03-01-02-01-02-02-08.wav,calm
RAVDESS\Actor_08\03-01-02-02-01-01-08.wav,calm
RAVDESS\Actor_08\03-01-02-02-01-02-08.wav,calm
RAVDESS\Actor_08\03-01-02-02-02-01-08.wav,calm
RAVDESS\Actor_08\03-01-02-02-02-02-08.wav,calm
RAVDESS\Actor_08\03-01-03-01-01-01-08.wav,happy
RAVDESS\Actor_08\03-01-03-01-01-02-08.wav,happy
RAVDESS\Actor_08\03-01-03-01-02-01-08.wav,happy
RAVDESS\Actor_08\03-01-03-01-02-02-08.wav,happy
RAVDESS\Actor_08\03-01-03-02-01-01-08.wav,happy
RAVDESS\Actor_08\03-01-03-02-01-02-08.wav,happy
RAVDESS\Actor_08\03-01-03-02-02-01-08.wav,happy
RAVDESS\Actor_08\03-01-03-02-02-02-08.wav,happy
RAVDESS\Actor_08\03-01-04-01-01-01-08.wav,sad
RAVDESS\Actor_08\03-01-04-01-01-02-08.wav,sad
RAVDESS\Actor_08\03-01-04-01-02-01-08.wav,sad
RAVDESS\Actor_08\03-01-04-01-02-02-08.wav,sad
RAVDESS\Actor_08\03-01-04-02-01-01-08.wav,sad
RAVDESS\Actor_08\03-01-04-02-01-02-08.wav,sad
RAVDESS\Actor_08\03-01-04-02-02-01-08.wav,sad
RAVDESS\Actor_08\03-01-04-02-02-02-08.wav,sad
RAVDESS\Actor_08\03-01-05-01-01-01-08.wav,angry
RAVDESS\Actor_08\03-01-05-01-01-02-08.wav,angry
RAVDESS\Actor_08\03-01-05-01-02-01-08.wav,angry
RAVDESS\Actor_08\03-01-05-01-02-02-08.wav,angry
RAVDESS\Actor_08\03-01-05-02-01-01-08.wav,angry
RAVDESS\Actor_08\03-01-05-02-01-02-08.wav,angry
RAVDESS\Actor_08\03-01-05-02-02-01-08.wav,angry
RAVDESS\Actor_08\03-01-05-02-02-02-08.wav,angry
RAVDESS\Actor_08\03-01-06-01-01-01-08.wav,fearful
RAVDESS\Actor_08\03-01-06-01-01-02-08.wav,fearful
RAVDESS\Actor_08\03-01-06-01-02-01-08.wav,fearful
RAVDESS\Actor_08\03-01-06-01-02-02-08.wav,fearful
RAVDESS\Actor_08\03-01-06-02-01-01-08.wav,fearful
RAVDESS\Actor_08\03-01-06-02-01-02-08.wav,fearful
RAVDESS\Actor_08\03-01-06-02-02-01-08.wav,fearful
RAVDESS\Actor_08\03-01-06-02-02-02-08.wav,fearful
RAVDESS\Actor_08\03-01-07-01-01-01-08.wav,disgust
RAVDESS\Actor_08\03-01-07-01-01-02-08.wav,disgust
RAVDESS\Actor_08\03-01-07-01-02-01-08.wav,disgust
RAVDESS\Actor_08\03-01-07-01-02-02-08.wav,disgust
RAVDESS\Actor_08\03-01-07-02-01-01-08.wav,disgust
RAVDESS\Actor_08\03-01-07-02-01-02-08.wav,disgust
RAVDESS\Actor_08\03-01-07-02-02-01-08.wav,disgust
RAVDESS\Actor_08\03-01-07-02-02-02-08.wav,disgust
RAVDESS\Actor_08\03-01-08-01-01-01-08.wav,surprised
RAVDESS\Actor_08\03-01-08-01-01-02-08.wav,surprised
RAVDESS\Actor_08\03-01-08-01-02-01-08.wav,surprised
RAVDESS\Actor_08\03-01-08-01-02-02-08.wav,surprised
RAVDESS\Actor_08\03-01-08-02-01-01-08.wav,surprised
RAVDESS\Actor_08\03-01-08-02-01-02-08.wav,surprised
RAVDESS\Actor_08\03-01-08-02-02-01-08.wav,surprised
RAVDESS\Actor_08\03-01-08-02-02-02-08.wav,surprised
RAVDESS\Actor_09\03-01-01-01-01-01-09.wav,neutral
RAVDESS\Actor_09\03-01-01-01-01-02-09.wav,neutral
RAVDESS\Actor_09\03-01-01-01-02-01-09.wav,neutral
RAVDESS\Actor_09\03-01-01-01-02-02-09.wav,neutral
RAVDESS\Actor_09\03-01-02-01-01-01-09.wav,calm
RAVDESS\Actor_09\03-01-02-01-01-02-09.wav,calm
RAVDESS\Actor_09\03-01-02-01-02-01-09.wav,calm
RAVDESS\Actor_09\03-01-02-01-02-02-09.wav,calm
RAVDESS\Actor_09\03-01-02-02-01-01-09.wav,calm
RAVDESS\Actor_09\03-01-02-02-01-02-09.wav,calm
RAVDESS\Actor_09\03-01-02-02-02-01-09.wav,calm
RAVDESS\Actor_09\03-01-02-02-02-02-09.wav,calm
RAVDESS\Actor_09\03-01-03-01-01-01-09.wav,happy
RAVDESS\Actor_09\03-01-03-01-01-02-09.wav,happy
RAVDESS\Actor_09\03-01-03-01-02-01-09.wav,happy
RAVDESS\Actor_09\03-01-03-01-02-02-09.wav,happy
RAVDESS\Actor_09\03-01-03-02-01-01-09.wav,happy
RAVDESS\Actor_09\03-01-03-02-01-02-09.wav,happy
RAVDESS\Actor_09\03-01-03-02-02-01-09.wav,happy
RAVDESS\Actor_09\03-01-03-02-02-02-09.wav,happy
RAVDESS\Actor_09\03-01-04-01-01-01-09.wav,sad
RAVDESS\Actor_09\03-01-04-01-01-02-09.wav,sad
RAVDESS\Actor_09\03-01-04-01-02-01-09.wav,sad
RAVDESS\Actor_09\03-01-04-01-02-02-09.wav,sad
RAVDESS\Actor_09\03-01-04-02-01-01-09.wav,sad
RAVDESS\Actor_09\03-01-04-02-01-02-09.wav,sad
RAVDESS\Actor_09\03-01-04-02-02-01-09.wav,sad
RAVDESS\Actor_09\03-01-04-02-02-02-09.wav,sad
RAVDESS\Actor_09\03-01-05-01-01-01-09.wav,angry
RAVDESS\Actor_09\03-01-05-01-01-02-09.wav,angry
RAVDESS\Actor_09\03-01-05-01-02-01-09.wav,angry
RAVDESS\Actor_09\03-01-05-01-02-02-09.wav,angry
RAVDESS\Actor_09\03-01-05-02-01-01-09.wav,angry
RAVDESS\Actor_09\03-01-05-02-01-02-09.wav,angry
RAVDESS\Actor_09\03-01-05-02-02-01-09.wav,angry
RAVDESS\Actor_09\03-01-05-02-02-02-09.wav,angry
RAVDESS\Actor_09\03-01-06-01-01-01-09.wav,fearful
RAVDESS\Actor_09\03-01-06-01-01-02-09.wav,fearful
RAVDESS\Actor_09\03-01-06-01-02-01-09.wav,fearful
RAVDESS\Actor_09\03-01-06-01-02-02-09.wav,fearful
RAVDESS\Actor_09\03-01-06-02-01-01-09.wav,fearful
RAVDESS\Actor_09\03-01-06-02-01-02-09.wav,fearful
RAVDESS\Actor_09\03-01-06-02-02-01-09.wav,fearful
RAVDESS\Actor_09\03-01-06-02-02-02-09.wav,fearful
RAVDESS\Actor_09\03-01-07-01-01-01-09.wav,disgust
